#EXPORTTYPE:DATA SINGLE
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:001924
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#DATE/TIME:13.12.2016 15:32
#CORR. FILE:001923_bline_Al_250_16_N2_20.ngb-bd3
#TEMPCAL:TCALZERO.TMX
#SENSITIVITY:SENSZERO.EXX
#SAMPLE MASS /mg:8.19
#MATERIAL:íåò
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:-10°C/10,0(K/min)/270°C
#SEGMENT:S2/2
#SEG. 2:-10°C/10,0(K/min)/270°C

##Temp./°C;Time/min;DSC/(uV/mg);Sensit./(uV/mW)
136.52250;18.01500;    -1.07123;1.00000
136.69257;18.03200;    -1.07458;1.00000
136.86268;18.04900;    -1.07891;1.00000
137.03288;18.06600;    -1.08183;1.00000
137.20325;18.08300;    -1.08380;1.00000
137.37368;18.10000;    -1.08484;1.00000
137.54394;18.11700;    -1.08326;1.00000
137.71403;18.13400;    -1.08094;1.00000
137.88413;18.15100;    -1.07870;1.00000
138.05386;18.16800;    -1.07939;1.00000
138.22370;18.18500;    -1.07868;1.00000
138.39358;18.20200;    -1.07753;1.00000
138.56346;18.21900;    -1.07509;1.00000
138.73322;18.23600;    -1.07321;1.00000
138.90300;18.25300;    -1.07241;1.00000
139.07274;18.27000;    -1.07328;1.00000
139.24252;18.28700;    -1.07478;1.00000
139.41239;18.30400;    -1.07544;1.00000
139.58254;18.32100;    -1.07840;1.00000
139.75283;18.33800;    -1.07944;1.00000
139.92335;18.35500;    -1.07707;1.00000
140.09412;18.37200;    -1.07512;1.00000
140.26474;18.38900;    -1.07572;1.00000
140.43575;18.40600;    -1.07580;1.00000
140.60658;18.42300;    -1.07968;1.00000
140.77742;18.44000;    -1.08343;1.00000
140.94854;18.45700;    -1.08406;1.00000
141.11968;18.47400;    -1.08486;1.00000
141.29084;18.49100;    -1.08476;1.00000
141.46204;18.50800;    -1.08366;1.00000
141.63303;18.52500;    -1.08270;1.00000
141.80370;18.54200;    -1.08173;1.00000
141.97417;18.55900;    -1.08036;1.00000
142.14455;18.57600;    -1.07867;1.00000
142.31498;18.59300;    -1.07820;1.00000
142.48535;18.61000;    -1.07852;1.00000
142.65579;18.62700;    -1.07730;1.00000
142.82630;18.64400;    -1.07661;1.00000
142.99675;18.66100;    -1.07388;1.00000
143.16716;18.67800;    -1.07345;1.00000
143.33748;18.69500;    -1.07367;1.00000
143.50768;18.71200;    -1.07551;1.00000
143.67781;18.72900;    -1.07831;1.00000
143.84790;18.74600;    -1.07861;1.00000
144.01797;18.76300;    -1.07691;1.00000
144.18810;18.78000;    -1.07499;1.00000
144.35814;18.79700;    -1.07480;1.00000
144.52805;18.81400;    -1.07263;1.00000
144.69762;18.83100;    -1.06890;1.00000
144.86702;18.84800;    -1.06615;1.00000
145.03627;18.86500;    -1.06656;1.00000
145.20558;18.88200;    -1.06717;1.00000
145.37470;18.89900;    -1.06833;1.00000
145.54384;18.91600;    -1.06736;1.00000
145.71307;18.93300;    -1.06482;1.00000
145.88231;18.95000;    -1.06395;1.00000
146.05158;18.96700;    -1.06333;1.00000
146.22093;18.98400;    -1.06357;1.00000
146.39023;19.00100;    -1.06305;1.00000
146.55951;19.01800;    -1.06255;1.00000
146.72901;19.03500;    -1.06257;1.00000
146.89878;19.05200;    -1.06194;1.00000
147.06867;19.06900;    -1.06103;1.00000
147.23836;19.08600;    -1.06111;1.00000
147.40830;19.10300;    -1.06170;1.00000
147.57805;19.12000;    -1.06374;1.00000
147.74767;19.13700;    -1.06680;1.00000
147.91746;19.15400;    -1.06676;1.00000
148.08717;19.17100;    -1.06582;1.00000
148.25680;19.18800;    -1.06363;1.00000
148.42653;19.20500;    -1.06279;1.00000
148.59626;19.22200;    -1.06097;1.00000
148.76579;19.23900;    -1.05953;1.00000
148.93535;19.25600;    -1.05788;1.00000
149.10487;19.27300;    -1.05752;1.00000
149.27454;19.29000;    -1.05727;1.00000
149.44433;19.30700;    -1.05715;1.00000
149.61440;19.32400;    -1.05662;1.00000
149.78460;19.34100;    -1.05715;1.00000
149.95491;19.35800;    -1.05771;1.00000
150.12544;19.37500;    -1.05787;1.00000
150.29601;19.39200;    -1.05766;1.00000
150.46654;19.40900;    -1.05914;1.00000
150.63732;19.42600;    -1.06074;1.00000
150.80829;19.44300;    -1.06082;1.00000
150.97947;19.46000;    -1.06094;1.00000
151.15091;19.47700;    -1.06096;1.00000
151.32202;19.49400;    -1.05949;1.00000
151.49296;19.51100;    -1.05894;1.00000
151.66383;19.52800;    -1.05983;1.00000
151.83455;19.54500;    -1.06001;1.00000
152.00521;19.56200;    -1.06324;1.00000
152.17598;19.57900;    -1.05991;1.00000
152.34654;19.59600;    -1.05541;1.00000
152.51691;19.61300;    -1.04906;1.00000
152.68732;19.63000;    -1.04762;1.00000
152.85758;19.64700;    -1.04816;1.00000
153.02757;19.66400;    -1.04999;1.00000
153.19757;19.68100;    -1.05098;1.00000
153.36792;19.69800;    -1.04921;1.00000
153.53841;19.71500;    -1.04576;1.00000
153.70910;19.73200;    -1.04068;1.00000
153.87978;19.74900;    -1.03940;1.00000
154.05037;19.76600;    -1.04035;1.00000
154.22102;19.78300;    -1.04151;1.00000
154.39156;19.80000;    -1.04347;1.00000
154.56232;19.81700;    -1.04377;1.00000
